,Area,Element,Unit,Year,Value
530,Bosnia and Herzegovina,Production,tonnes,2019,10582.0
531,Bulgaria,Area harvested,ha,1961,6514.0
532,Bulgaria,Area harvested,ha,1962,6644.0
533,Bulgaria,Area harvested,ha,1963,5575.0
534,Bulgaria,Area harvested,ha,1964,4262.0
535,Bulgaria,Area harvested,ha,1965,2866.0
536,Bulgaria,Area harvested,ha,1966,2754.0
537,Bulgaria,Area harvested,ha,1967,3500.0
538,Bulgaria,Area harvested,ha,1968,5989.0
539,Bulgaria,Area harvested,ha,1969,7017.0
540,Bulgaria,Area harvested,ha,1970,6727.0
541,Bulgaria,Area harvested,ha,1971,4957.0
542,Bulgaria,Area harvested,ha,1972,3454.0
543,Bulgaria,Area harvested,ha,1973,3340.0
544,Bulgaria,Area harvested,ha,1974,3639.0
545,Bulgaria,Area harvested,ha,1975,3504.0
546,Bulgaria,Area harvested,ha,1976,3287.0
547,Bulgaria,Area harvested,ha,1977,3366.0
548,Bulgaria,Area harvested,ha,1978,3233.0
549,Bulgaria,Area harvested,ha,1979,3424.0
550,Bulgaria,Area harvested,ha,1980,3833.0
551,Bulgaria,Area harvested,ha,1981,3714.0
552,Bulgaria,Area harvested,ha,1982,3361.0
553,Bulgaria,Area harvested,ha,1983,3011.0
554,Bulgaria,Area harvested,ha,1984,2853.0
555,Bulgaria,Area harvested,ha,1985,2737.0
556,Bulgaria,Area harvested,ha,1986,2609.0
557,Bulgaria,Area harvested,ha,1987,2848.0
558,Bulgaria,Area harvested,ha,1988,2927.0
559,Bulgaria,Area harvested,ha,1989,2864.0
560,Bulgaria,Area harvested,ha,1990,3083.0
561,Bulgaria,Area harvested,ha,1991,3060.0
562,Bulgaria,Area harvested,ha,1992,3077.0
563,Bulgaria,Area harvested,ha,1993,1626.0
564,Bulgaria,Area harvested,ha,1994,1399.0
565,Bulgaria,Area harvested,ha,1995,1766.0
566,Bulgaria,Area harvested,ha,1996,1548.0
567,Bulgaria,Area harvested,ha,1997,1566.0
568,Bulgaria,Area harvested,ha,1998,1849.0
569,Bulgaria,Area harvested,ha,1999,1855.0
570,Bulgaria,Area harvested,ha,2000,1849.0
571,Bulgaria,Area harvested,ha,2001,2124.0
572,Bulgaria,Area harvested,ha,2002,2406.0
573,Bulgaria,Area harvested,ha,2003,2537.0
574,Bulgaria,Area harvested,ha,2004,1966.0
575,Bulgaria,Area harvested,ha,2005,1146.0
576,Bulgaria,Area harvested,ha,2006,1396.0
577,Bulgaria,Area harvested,ha,2007,1240.0
578,Bulgaria,Area harvested,ha,2008,1182.0
579,Bulgaria,Area harvested,ha,2009,581.0
580,Bulgaria,Area harvested,ha,2010,690.0
581,Bulgaria,Area harvested,ha,2011,1011.0
582,Bulgaria,Area harvested,ha,2012,753.0
583,Bulgaria,Area harvested,ha,2013,641.0
584,Bulgaria,Area harvested,ha,2014,674.0
585,Bulgaria,Area harvested,ha,2015,759.0
586,Bulgaria,Area harvested,ha,2016,670.0
587,Bulgaria,Area harvested,ha,2017,655.0
588,Bulgaria,Area harvested,ha,2018,730.0
589,Bulgaria,Area harvested,ha,2019,710.0
590,Bulgaria,Yield,hg/ha,1961,80180.0
591,Bulgaria,Yield,hg/ha,1962,46228.0
592,Bulgaria,Yield,hg/ha,1963,60373.0
593,Bulgaria,Yield,hg/ha,1964,44449.0
594,Bulgaria,Yield,hg/ha,1965,59435.0
595,Bulgaria,Yield,hg/ha,1966,60530.0
596,Bulgaria,Yield,hg/ha,1967,78237.0
597,Bulgaria,Yield,hg/ha,1968,48798.0
598,Bulgaria,Yield,hg/ha,1969,48073.0
599,Bulgaria,Yield,hg/ha,1970,46808.0
600,Bulgaria,Yield,hg/ha,1971,36692.0
601,Bulgaria,Yield,hg/ha,1972,41242.0
602,Bulgaria,Yield,hg/ha,1973,48033.0
603,Bulgaria,Yield,hg/ha,1974,51503.0
604,Bulgaria,Yield,hg/ha,1975,43770.0
605,Bulgaria,Yield,hg/ha,1976,55260.0
606,Bulgaria,Yield,hg/ha,1977,46093.0
607,Bulgaria,Yield,hg/ha,1978,53591.0
608,Bulgaria,Yield,hg/ha,1979,52576.0
609,Bulgaria,Yield,hg/ha,1980,58539.0
610,Bulgaria,Yield,hg/ha,1981,56745.0
611,Bulgaria,Yield,hg/ha,1982,58786.0
612,Bulgaria,Yield,hg/ha,1983,46128.0
613,Bulgaria,Yield,hg/ha,1984,71174.0
614,Bulgaria,Yield,hg/ha,1985,39675.0
615,Bulgaria,Yield,hg/ha,1986,55719.0
616,Bulgaria,Yield,hg/ha,1987,44888.0
617,Bulgaria,Yield,hg/ha,1988,52098.0
618,Bulgaria,Yield,hg/ha,1989,61515.0
619,Bulgaria,Yield,hg/ha,1990,61139.0
620,Bulgaria,Yield,hg/ha,1991,56487.0
621,Bulgaria,Yield,hg/ha,1992,42993.0
622,Bulgaria,Yield,hg/ha,1993,33352.0
623,Bulgaria,Yield,hg/ha,1994,41480.0
624,Bulgaria,Yield,hg/ha,1995,42565.0
625,Bulgaria,Yield,hg/ha,1996,35161.0
626,Bulgaria,Yield,hg/ha,1997,34719.0
627,Bulgaria,Yield,hg/ha,1998,42428.0
628,Bulgaria,Yield,hg/ha,1999,54771.0
629,Bulgaria,Yield,hg/ha,2000,49032.0
630,Bulgaria,Yield,hg/ha,2001,73239.0
631,Bulgaria,Yield,hg/ha,2002,64730.0
632,Bulgaria,Yield,hg/ha,2003,44194.0
633,Bulgaria,Yield,hg/ha,2004,58515.0
634,Bulgaria,Yield,hg/ha,2005,57269.0
635,Bulgaria,Yield,hg/ha,2006,62758.0
636,Bulgaria,Yield,hg/ha,2007,48097.0
637,Bulgaria,Yield,hg/ha,2008,72750.0
638,Bulgaria,Yield,hg/ha,2009,91635.0
639,Bulgaria,Yield,hg/ha,2010,83000.0
640,Bulgaria,Yield,hg/ha,2011,69505.0
641,Bulgaria,Yield,hg/ha,2012,63347.0
642,Bulgaria,Yield,hg/ha,2013,59922.0
643,Bulgaria,Yield,hg/ha,2014,62359.0
644,Bulgaria,Yield,hg/ha,2015,65863.0
645,Bulgaria,Yield,hg/ha,2016,76866.0
646,Bulgaria,Yield,hg/ha,2017,81817.0
647,Bulgaria,Yield,hg/ha,2018,66164.0
648,Bulgaria,Yield,hg/ha,2019,64366.0
649,Bulgaria,Production,tonnes,1961,52229.0
650,Bulgaria,Production,tonnes,1962,30714.0
651,Bulgaria,Production,tonnes,1963,33658.0
652,Bulgaria,Production,tonnes,1964,18944.0
653,Bulgaria,Production,tonnes,1965,17034.0
654,Bulgaria,Production,tonnes,1966,16670.0
655,Bulgaria,Production,tonnes,1967,27383.0
656,Bulgaria,Production,tonnes,1968,29225.0
657,Bulgaria,Production,tonnes,1969,33733.0
658,Bulgaria,Production,tonnes,1970,31488.0
659,Bulgaria,Production,tonnes,1971,18188.0
660,Bulgaria,Production,tonnes,1972,14245.0
661,Bulgaria,Production,tonnes,1973,16043.0
662,Bulgaria,Production,tonnes,1974,18742.0
663,Bulgaria,Production,tonnes,1975,15337.0
664,Bulgaria,Production,tonnes,1976,18164.0
665,Bulgaria,Production,tonnes,1977,15515.0
666,Bulgaria,Production,tonnes,1978,17326.0
667,Bulgaria,Production,tonnes,1979,18002.0
668,Bulgaria,Production,tonnes,1980,22438.0
669,Bulgaria,Production,tonnes,1981,21075.0
670,Bulgaria,Production,tonnes,1982,19758.0
671,Bulgaria,Production,tonnes,1983,13889.0
672,Bulgaria,Production,tonnes,1984,20306.0
673,Bulgaria,Production,tonnes,1985,10859.0
674,Bulgaria,Production,tonnes,1986,14537.0
675,Bulgaria,Production,tonnes,1987,12784.0
676,Bulgaria,Production,tonnes,1988,15249.0
677,Bulgaria,Production,tonnes,1989,17618.0
678,Bulgaria,Production,tonnes,1990,18849.0
679,Bulgaria,Production,tonnes,1991,17285.0
680,Bulgaria,Production,tonnes,1992,13229.0
681,Bulgaria,Production,tonnes,1993,5423.0
682,Bulgaria,Production,tonnes,1994,5803.0
683,Bulgaria,Production,tonnes,1995,7517.0
684,Bulgaria,Production,tonnes,1996,5443.0
685,Bulgaria,Production,tonnes,1997,5437.0
686,Bulgaria,Production,tonnes,1998,7845.0
687,Bulgaria,Production,tonnes,1999,10160.0
688,Bulgaria,Production,tonnes,2000,9066.0
689,Bulgaria,Production,tonnes,2001,15556.0
690,Bulgaria,Production,tonnes,2002,15574.0
691,Bulgaria,Production,tonnes,2003,11212.0
692,Bulgaria,Production,tonnes,2004,11504.0
693,Bulgaria,Production,tonnes,2005,6563.0
694,Bulgaria,Production,tonnes,2006,8761.0
695,Bulgaria,Production,tonnes,2007,5964.0
696,Bulgaria,Production,tonnes,2008,8599.0
697,Bulgaria,Production,tonnes,2009,5324.0
698,Bulgaria,Production,tonnes,2010,5727.0
699,Bulgaria,Production,tonnes,2011,7027.0
700,Bulgaria,Production,tonnes,2012,4770.0
701,Bulgaria,Production,tonnes,2013,3841.0
702,Bulgaria,Production,tonnes,2014,4203.0
703,Bulgaria,Production,tonnes,2015,4999.0
704,Bulgaria,Production,tonnes,2016,5150.0
705,Bulgaria,Production,tonnes,2017,5359.0
706,Bulgaria,Production,tonnes,2018,4830.0
707,Bulgaria,Production,tonnes,2019,4570.0
708,Croatia,Area harvested,ha,1992,348.0
709,Croatia,Area harvested,ha,1993,420.0
710,Croatia,Area harvested,ha,1994,525.0
711,Croatia,Area harvested,ha,1995,578.0
712,Croatia,Area harvested,ha,1996,642.0
713,Croatia,Area harvested,ha,1997,716.0
714,Croatia,Area harvested,ha,1998,833.0
715,Croatia,Area harvested,ha,1999,965.0
716,Croatia,Area harvested,ha,2000,133.0
717,Croatia,Area harvested,ha,2001,133.0
718,Croatia,Area harvested,ha,2002,141.0
719,Croatia,Area harvested,ha,2003,144.0
720,Croatia,Area harvested,ha,2004,155.0
721,Croatia,Area harvested,ha,2005,211.0
722,Croatia,Area harvested,ha,2006,269.0
723,Croatia,Area harvested,ha,2007,128.0
724,Croatia,Area harvested,ha,2008,167.0
725,Croatia,Area harvested,ha,2009,166.0
726,Croatia,Area harvested,ha,2010,201.0
727,Croatia,Area harvested,ha,2011,158.0
728,Croatia,Area harvested,ha,2012,221.0
729,Croatia,Area harvested,ha,2013,289.0
730,Croatia,Area harvested,ha,2014,307.0
731,Croatia,Area harvested,ha,2015,291.0
732,Croatia,Area harvested,ha,2016,367.0
733,Croatia,Area harvested,ha,2017,371.0
734,Croatia,Area harvested,ha,2018,250.0
735,Croatia,Area harvested,ha,2019,250.0
736,Croatia,Yield,hg/ha,1992,24713.0
737,Croatia,Yield,hg/ha,1993,24762.0
738,Croatia,Yield,hg/ha,1994,37352.0
739,Croatia,Yield,hg/ha,1995,37266.0
740,Croatia,Yield,hg/ha,1996,45623.0
741,Croatia,Yield,hg/ha,1997,39637.0
742,Croatia,Yield,hg/ha,1998,42905.0
743,Croatia,Yield,hg/ha,1999,50176.0
744,Croatia,Yield,hg/ha,2000,81579.0
745,Croatia,Yield,hg/ha,2001,83759.0
746,Croatia,Yield,hg/ha,2002,94397.0
747,Croatia,Yield,hg/ha,2003,94236.0
748,Croatia,Yield,hg/ha,2004,98065.0
749,Croatia,Yield,hg/ha,2005,102180.0
750,Croatia,Yield,hg/ha,2006,94907.0
751,Croatia,Yield,hg/ha,2007,91484.0
752,Croatia,Yield,hg/ha,2008,80359.0
753,Croatia,Yield,hg/ha,2009,88133.0
754,Croatia,Yield,hg/ha,2010,88358.0
755,Croatia,Yield,hg/ha,2011,124177.0
756,Croatia,Yield,hg/ha,2012,57964.0
757,Croatia,Yield,hg/ha,2013,135433.0
758,Croatia,Yield,hg/ha,2014,103160.0
759,Croatia,Yield,hg/ha,2015,84364.0
760,Croatia,Yield,hg/ha,2016,92180.0
761,Croatia,Yield,hg/ha,2017,86496.0
762,Croatia,Yield,hg/ha,2018,106800.0
763,Croatia,Yield,hg/ha,2019,121200.0
764,Croatia,Production,tonnes,1992,860.0
765,Croatia,Production,tonnes,1993,1040.0
766,Croatia,Production,tonnes,1994,1961.0
767,Croatia,Production,tonnes,1995,2154.0
768,Croatia,Production,tonnes,1996,2929.0
769,Croatia,Production,tonnes,1997,2838.0
770,Croatia,Production,tonnes,1998,3574.0
771,Croatia,Production,tonnes,1999,4842.0
772,Croatia,Production,tonnes,2000,1085.0
773,Croatia,Production,tonnes,2001,1114.0
774,Croatia,Production,tonnes,2002,1331.0
775,Croatia,Production,tonnes,2003,1357.0
776,Croatia,Production,tonnes,2004,1520.0
777,Croatia,Production,tonnes,2005,2156.0
778,Croatia,Production,tonnes,2006,2553.0
779,Croatia,Production,tonnes,2007,1171.0
780,Croatia,Production,tonnes,2008,1342.0
781,Croatia,Production,tonnes,2009,1463.0
782,Croatia,Production,tonnes,2010,1776.0
783,Croatia,Production,tonnes,2011,1962.0
784,Croatia,Production,tonnes,2012,1281.0
785,Croatia,Production,tonnes,2013,3914.0
786,Croatia,Production,tonnes,2014,3167.0
787,Croatia,Production,tonnes,2015,2455.0
788,Croatia,Production,tonnes,2016,3383.0
789,Croatia,Production,tonnes,2017,3209.0
790,Croatia,Production,tonnes,2018,2670.0
791,Croatia,Production,tonnes,2019,3030.0
792,Czechia,Area harvested,ha,1993,3470.0
793,Czechia,Area harvested,ha,1994,3436.0
794,Czechia,Area harvested,ha,1995,3354.0
795,Czechia,Area harvested,ha,1996,3097.0
796,Czechia,Area harvested,ha,1997,3005.0
797,Czechia,Area harvested,ha,1998,2948.0
798,Czechia,Area harvested,ha,1999,2899.0
799,Czechia,Area harvested,ha,2000,2863.0
800,Czechia,Area harvested,ha,2001,2240.0
801,Czechia,Area harvested,ha,2002,349.0
802,Czechia,Area harvested,ha,2003,357.0
803,Czechia,Area harvested,ha,2004,404.0
804,Czechia,Area harvested,ha,2005,492.0
805,Czechia,Area harvested,ha,2006,554.0
806,Czechia,Area harvested,ha,2007,624.0
807,Czechia,Area harvested,ha,2008,698.0
808,Czechia,Area harvested,ha,2009,573.0
809,Czechia,Area harvested,ha,2010,495.0
810,Czechia,Area harvested,ha,2011,509.0
811,Czechia,Area harvested,ha,2012,465.0
812,Czechia,Area harvested,ha,2013,496.0
813,Czechia,Area harvested,ha,2014,621.0
814,Czechia,Area harvested,ha,2015,583.0
815,Czechia,Area harvested,ha,2016,710.0
816,Czechia,Area harvested,ha,2017,687.0
817,Czechia,Area harvested,ha,2018,710.0
818,Czechia,Area harvested,ha,2019,680.0
819,Czechia,Yield,hg/ha,1993,48378.0
820,Czechia,Yield,hg/ha,1994,57212.0
821,Czechia,Yield,hg/ha,1995,51676.0
822,Czechia,Yield,hg/ha,1996,52942.0
823,Czechia,Yield,hg/ha,1997,55261.0
824,Czechia,Yield,hg/ha,1998,43602.0
825,Czechia,Yield,hg/ha,1999,48875.0
826,Czechia,Yield,hg/ha,2000,43825.0
827,Czechia,Yield,hg/ha,2001,47272.0
828,Czechia,Yield,hg/ha,2002,41519.0
829,Czechia,Yield,hg/ha,2003,30700.0
830,Czechia,Yield,hg/ha,2004,44307.0
831,Czechia,Yield,hg/ha,2005,31545.0
832,Czechia,Yield,hg/ha,2006,50108.0
833,Czechia,Yield,hg/ha,2007,41394.0
834,Czechia,Yield,hg/ha,2008,43095.0
835,Czechia,Yield,hg/ha,2009,45026.0
836,Czechia,Yield,hg/ha,2010,53616.0
837,Czechia,Yield,hg/ha,2011,42672.0
838,Czechia,Yield,hg/ha,2012,38731.0
839,Czechia,Yield,hg/ha,2013,44577.0
840,Czechia,Yield,hg/ha,2014,56522.0
841,Czechia,Yield,hg/ha,2015,55918.0
842,Czechia,Yield,hg/ha,2016,48141.0
843,Czechia,Yield,hg/ha,2017,41150.0
844,Czechia,Yield,hg/ha,2018,33239.0
845,Czechia,Yield,hg/ha,2019,37206.0
846,Czechia,Production,tonnes,1993,16787.0
847,Czechia,Production,tonnes,1994,19658.0
848,Czechia,Production,tonnes,1995,17332.0
849,Czechia,Production,tonnes,1996,16396.0
850,Czechia,Production,tonnes,1997,16606.0
851,Czechia,Production,tonnes,1998,12854.0
852,Czechia,Production,tonnes,1999,14169.0
853,Czechia,Production,tonnes,2000,12547.0
854,Czechia,Production,tonnes,2001,10589.0
855,Czechia,Production,tonnes,2002,1449.0
856,Czechia,Production,tonnes,2003,1096.0
857,Czechia,Production,tonnes,2004,1790.0
858,Czechia,Production,tonnes,2005,1552.0
859,Czechia,Production,tonnes,2006,2776.0
860,Czechia,Production,tonnes,2007,2583.0
861,Czechia,Production,tonnes,2008,3008.0
862,Czechia,Production,tonnes,2009,2580.0
863,Czechia,Production,tonnes,2010,2654.0
864,Czechia,Production,tonnes,2011,2172.0
865,Czechia,Production,tonnes,2012,1801.0
866,Czechia,Production,tonnes,2013,2211.0
867,Czechia,Production,tonnes,2014,3510.0
868,Czechia,Production,tonnes,2015,3260.0
869,Czechia,Production,tonnes,2016,3418.0
870,Czechia,Production,tonnes,2017,2827.0
871,Czechia,Production,tonnes,2018,2360.0
872,Czechia,Production,tonnes,2019,2530.0
873,Czechoslovakia,Area harvested,ha,1985,4450.0
874,Czechoslovakia,Area harvested,ha,1986,3850.0
875,Czechoslovakia,Area harvested,ha,1987,4510.0
876,Czechoslovakia,Area harvested,ha,1988,4423.0
877,Czechoslovakia,Area harvested,ha,1989,5185.0
878,Czechoslovakia,Area harvested,ha,1990,5111.0
879,Czechoslovakia,Area harvested,ha,1991,5234.0
880,Czechoslovakia,Area harvested,ha,1992,4900.0
881,Czechoslovakia,Yield,hg/ha,1985,60187.0
882,Czechoslovakia,Yield,hg/ha,1986,55439.0
883,Czechoslovakia,Yield,hg/ha,1987,61251.0
884,Czechoslovakia,Yield,hg/ha,1988,56129.0
885,Czechoslovakia,Yield,hg/ha,1989,62918.0
886,Czechoslovakia,Yield,hg/ha,1990,61350.0
887,Czechoslovakia,Yield,hg/ha,1991,54519.0
888,Czechoslovakia,Yield,hg/ha,1992,52245.0
889,Czechoslovakia,Production,tonnes,1961,16000.0
890,Czechoslovakia,Production,tonnes,1962,13000.0
891,Czechoslovakia,Production,tonnes,1963,23000.0
892,Czechoslovakia,Production,tonnes,1964,22000.0
893,Czechoslovakia,Production,tonnes,1965,18000.0
894,Czechoslovakia,Production,tonnes,1966,21000.0
895,Czechoslovakia,Production,tonnes,1967,20000.0
896,Czechoslovakia,Production,tonnes,1968,15000.0
897,Czechoslovakia,Production,tonnes,1969,10000.0
898,Czechoslovakia,Production,tonnes,1970,10000.0
899,Czechoslovakia,Production,tonnes,1971,20000.0
900,Czechoslovakia,Production,tonnes,1972,28436.0
901,Czechoslovakia,Production,tonnes,1973,32597.0
902,Czechoslovakia,Production,tonnes,1974,31925.0
903,Czechoslovakia,Production,tonnes,1975,28328.0
904,Czechoslovakia,Production,tonnes,1976,18104.0
905,Czechoslovakia,Production,tonnes,1977,19317.0
906,Czechoslovakia,Production,tonnes,1978,18368.0
907,Czechoslovakia,Production,tonnes,1979,15942.0
908,Czechoslovakia,Production,tonnes,1980,17288.0
909,Czechoslovakia,Production,tonnes,1981,17531.0
910,Czechoslovakia,Production,tonnes,1982,21160.0
911,Czechoslovakia,Production,tonnes,1983,23700.0
912,Czechoslovakia,Production,tonnes,1984,21332.0
913,Czechoslovakia,Production,tonnes,1985,26783.0
914,Czechoslovakia,Production,tonnes,1986,21344.0
915,Czechoslovakia,Production,tonnes,1987,27624.0
916,Czechoslovakia,Production,tonnes,1988,24826.0
917,Czechoslovakia,Production,tonnes,1989,32623.0
918,Czechoslovakia,Production,tonnes,1990,31356.0
919,Czechoslovakia,Production,tonnes,1991,28535.0
920,Czechoslovakia,Production,tonnes,1992,25600.0
921,Denmark,Area harvested,ha,1985,1120.0
922,Denmark,Area harvested,ha,1986,1000.0
923,Denmark,Area harvested,ha,1987,1000.0
924,Denmark,Area harvested,ha,1988,1120.0
925,Denmark,Area harvested,ha,1989,1120.0
926,Denmark,Area harvested,ha,1990,1150.0
927,Denmark,Area harvested,ha,1991,1225.0
928,Denmark,Area harvested,ha,1992,1250.0
929,Denmark,Area harvested,ha,1993,1000.0
930,Denmark,Area harvested,ha,1994,947.0
931,Denmark,Area harvested,ha,1995,1135.0
932,Denmark,Area harvested,ha,1996,983.0
933,Denmark,Area harvested,ha,1997,1095.0
934,Denmark,Area harvested,ha,1998,983.0
935,Denmark,Area harvested,ha,1999,991.0
936,Denmark,Area harvested,ha,2000,984.0
937,Denmark,Area harvested,ha,2001,1066.0
938,Denmark,Area harvested,ha,2002,788.0
939,Denmark,Area harvested,ha,2003,702.0
940,Denmark,Area harvested,ha,2004,726.0
941,Denmark,Area harvested,ha,2005,871.0
942,Denmark,Area harvested,ha,2006,915.0
943,Denmark,Area harvested,ha,2007,900.0
944,Denmark,Area harvested,ha,2008,963.0
945,Denmark,Area harvested,ha,2009,936.0
946,Denmark,Area harvested,ha,2010,980.0
947,Denmark,Area harvested,ha,2011,1013.0
948,Denmark,Area harvested,ha,2012,1050.0
949,Denmark,Area harvested,ha,2013,1000.0
950,Denmark,Area harvested,ha,2014,1075.0
951,Denmark,Area harvested,ha,2015,995.0
952,Denmark,Area harvested,ha,2016,1170.0
953,Denmark,Area harvested,ha,2017,1165.0
954,Denmark,Area harvested,ha,2018,1150.0
955,Denmark,Area harvested,ha,2019,1110.0
956,Denmark,Yield,hg/ha,1985,74438.0
957,Denmark,Yield,hg/ha,1986,69080.0
958,Denmark,Yield,hg/ha,1987,65000.0
959,Denmark,Yield,hg/ha,1988,75893.0
960,Denmark,Yield,hg/ha,1989,71429.0
961,Denmark,Yield,hg/ha,1990,78261.0
962,Denmark,Yield,hg/ha,1991,76988.0
963,Denmark,Yield,hg/ha,1992,80000.0
964,Denmark,Yield,hg/ha,1993,90000.0
965,Denmark,Yield,hg/ha,1994,68638.0
966,Denmark,Yield,hg/ha,1995,35242.0
967,Denmark,Yield,hg/ha,1996,37294.0
968,Denmark,Yield,hg/ha,1997,30703.0
969,Denmark,Yield,hg/ha,1998,31536.0
970,Denmark,Yield,hg/ha,1999,30272.0
971,Denmark,Yield,hg/ha,2000,33537.0
972,Denmark,Yield,hg/ha,2001,32833.0
973,Denmark,Yield,hg/ha,2002,46028.0
974,Denmark,Yield,hg/ha,2003,58476.0
975,Denmark,Yield,hg/ha,2004,63705.0
976,Denmark,Yield,hg/ha,2005,66372.0
977,Denmark,Yield,hg/ha,2006,66339.0
978,Denmark,Yield,hg/ha,2007,66667.0
979,Denmark,Yield,hg/ha,2008,64382.0
980,Denmark,Yield,hg/ha,2009,63365.0
981,Denmark,Yield,hg/ha,2010,55000.0
982,Denmark,Yield,hg/ha,2011,69990.0
983,Denmark,Yield,hg/ha,2012,63810.0
984,Denmark,Yield,hg/ha,2013,62000.0
985,Denmark,Yield,hg/ha,2014,70056.0
986,Denmark,Yield,hg/ha,2015,82462.0
987,Denmark,Yield,hg/ha,2016,67265.0
988,Denmark,Yield,hg/ha,2017,57871.0
989,Denmark,Yield,hg/ha,2018,56609.0
990,Denmark,Yield,hg/ha,2019,56847.0
991,Denmark,Production,tonnes,1961,6100.0
992,Denmark,Production,tonnes,1962,8900.0
993,Denmark,Production,tonnes,1963,9065.0
994,Denmark,Production,tonnes,1964,11346.0
995,Denmark,Production,tonnes,1965,10774.0
996,Denmark,Production,tonnes,1966,9575.0
997,Denmark,Production,tonnes,1967,13859.0
998,Denmark,Production,tonnes,1968,15121.0
999,Denmark,Production,tonnes,1969,13166.0
1000,Denmark,Production,tonnes,1970,10692.0
1001,Denmark,Production,tonnes,1971,10149.0
1002,Denmark,Production,tonnes,1972,11873.0
1003,Denmark,Production,tonnes,1973,10535.0
1004,Denmark,Production,tonnes,1974,9601.0
1005,Denmark,Production,tonnes,1975,9084.0
1006,Denmark,Production,tonnes,1976,8637.0
1007,Denmark,Production,tonnes,1977,8756.0
1008,Denmark,Production,tonnes,1978,7775.0
1009,Denmark,Production,tonnes,1979,8002.0
1010,Denmark,Production,tonnes,1980,7893.0
1011,Denmark,Production,tonnes,1981,8869.0
1012,Denmark,Production,tonnes,1982,10444.0
1013,Denmark,Production,tonnes,1983,9490.0
1014,Denmark,Production,tonnes,1984,10224.0
1015,Denmark,Production,tonnes,1985,8337.0
1016,Denmark,Production,tonnes,1986,6908.0
1017,Denmark,Production,tonnes,1987,6500.0
1018,Denmark,Production,tonnes,1988,8500.0
1019,Denmark,Production,tonnes,1989,8000.0
1020,Denmark,Production,tonnes,1990,9000.0
1021,Denmark,Production,tonnes,1991,9431.0
1022,Denmark,Production,tonnes,1992,10000.0
1023,Denmark,Production,tonnes,1993,9000.0
1024,Denmark,Production,tonnes,1994,6500.0
1025,Denmark,Production,tonnes,1995,4000.0
1026,Denmark,Production,tonnes,1996,3666.0
1027,Denmark,Production,tonnes,1997,3362.0
1028,Denmark,Production,tonnes,1998,3100.0
1029,Denmark,Production,tonnes,1999,3000.0
1030,Denmark,Production,tonnes,2000,3300.0
1031,Denmark,Production,tonnes,2001,3500.0
1032,Denmark,Production,tonnes,2002,3627.0
1033,Denmark,Production,tonnes,2003,4105.0
1034,Denmark,Production,tonnes,2004,4625.0
